date,WI_1,WI_2,WI_3
2014-06-28,11181.14,9780.86,7321.0
2014-06-29,10743.79,8812.73,7391.86
2014-06-30,7509.55,8969.32,5853.24
2014-07-01,8886.72,11152.63,7378.81
2014-07-02,9989.4,13593.2,8124.28
2014-07-03,11201.46,15219.36,10452.24
2014-07-04,9073.9,9440.03,7544.58
2014-07-05,10527.48,12232.29,8265.17
2014-07-06,10346.85,13364.51,8956.1
2014-07-07,8430.710000000001,10861.29,5640.9800000000005
2014-07-08,8871.3,13307.4,7426.1900000000005
2014-07-09,9596.57,12722.28,7899.27
2014-07-10,8294.59,10359.03,6671.76
2014-07-11,10040.33,13387.8,8668.39
2014-07-12,12487.56,14426.92,10198.11
2014-07-13,11306.19,9590.84,8971.97
2014-07-14,8387.79,11435.94,7663.24
2014-07-15,8288.63,11671.82,7584.43
2014-07-16,7922.75,9601.37,6737.9800000000005
2014-07-17,8287.31,9598.73,6382.45
2014-07-18,9438.76,9953.66,7060.71
2014-07-19,11369.69,10192.32,8320.39
2014-07-20,10809.23,10286.36,7958.83
2014-07-21,8118.64,8015.05,6295.65
2014-07-22,7812.59,7592.9400000000005,6382.87
2014-07-23,7921.52,7545.17,5121.45
2014-07-24,7704.2300000000005,7567.32,5143.32
2014-07-25,8708.05,8661.37,6080.21
2014-07-26,10931.74,8869.67,7456.9
2014-07-27,10600.02,8643.29,7380.61
2014-07-28,7174.52,8286.8,5870.83
2014-07-29,7713.01,7706.18,5646.2300000000005
2014-07-30,7851.76,7726.96,5619.38
2014-07-31,8115.04,9475.75,5506.78
2014-08-01,10556.69,13007.26,8722.84
2014-08-02,11965.82,14883.99,10531.55
2014-08-03,11476.380000000001,13483.460000000001,10524.62
2014-08-04,7699.55,10334.24,6670.62
2014-08-05,8248.85,11589.64,7002.88
2014-08-06,7851.2,11234.960000000001,7078.47
2014-08-07,7950.82,9396.5,6033.87
2014-08-08,8888.09,11708.12,7436.53
2014-08-09,11106.65,12912.05,9256.62
2014-08-10,10533.3,10450.35,8007.18
2014-08-11,8164.5,11492.8,7574.15
2014-08-12,9141.74,11719.5,7980.61
2014-08-13,8509.56,9871.58,6049.24
2014-08-14,8364.38,12197.18,6981.79
2014-08-15,10004.16,12021.51,9047.6
2014-08-16,11891.04,11670.9,8537.38
2014-08-17,12454.64,10620.53,8870.94
2014-08-18,8547.37,9357.13,6342.55
2014-08-19,7876.6,8372.32,6264.24
2014-08-20,8254.7,8953.8,6447.4800000000005
2014-08-21,8503.77,8913.72,5996.28
2014-08-22,9371.36,10122.42,6823.7300000000005
2014-08-23,12212.78,10991.5,8028.09
2014-08-24,12526.34,10366.2,8380.42
2014-08-25,8408.3,9578.49,6991.14
2014-08-26,7805.52,9084.7,6193.58
2014-08-27,7755.74,8932.98,5491.05
2014-08-28,8128.86,9401.77,5428.02
2014-08-29,11686.92,13843.47,8883.47
2014-08-30,12988.33,12464.59,8786.87
2014-08-31,10510.27,11253.63,7954.95
2014-09-01,12307.630000000001,10970.460000000001,8949.79
2014-09-02,8497.6,11865.7,7876.06
2014-09-03,8763.33,13868.97,8762.710000000001
2014-09-04,7986.18,9713.11,6802.3
2014-09-05,9633.460000000001,12278.9,8447.55
2014-09-06,11723.47,14429.72,10830.5
2014-09-07,11674.32,12034.95,9696.41
2014-09-08,7444.77,11489.460000000001,8431.31
2014-09-09,7922.32,11965.45,8176.65
2014-09-10,8222.97,10241.02,5687.5
2014-09-11,8772.73,12490.04,7245.87
2014-09-12,10328.33,13360.35,9214.98
2014-09-13,13981.89,14255.6,10344.89
2014-09-14,11863.12,14254.49,10093.87
2014-09-15,8749.26,13382.75,8408.29
2014-09-16,7957.96,10011.01,6250.54
2014-09-17,7574.51,8528.28,5645.92
2014-09-18,8016.3,9391.65,5890.47
2014-09-19,9473.43,9753.48,7511.45
2014-09-20,12205.36,12029.94,8224.26
2014-09-21,11582.88,10471.28,8707.03
2014-09-22,7722.81,8342.04,6288.83
2014-09-23,7155.3,7682.2,5243.71
2014-09-24,7317.7300000000005,8163.52,5478.03
2014-09-25,7889.66,8930.15,5603.56
2014-09-26,9469.66,10308.86,7336.76
2014-09-27,12360.98,10611.43,8790.34
2014-09-28,12207.55,10903.86,8620.24
2014-09-29,7948.53,8151.55,5946.53
2014-09-30,8378.5,9051.19,6475.45
2014-10-01,9094.05,11869.33,8388.6
2014-10-02,7762.28,12954.800000000001,7596.79
2014-10-03,11387.460000000001,15705.91,10282.64
2014-10-04,13923.61,14149.17,10831.06
2014-10-05,12208.58,15566.95,11878.39
2014-10-06,8055.89,13980.65,8624.23
2014-10-07,8078.58,10024.72,6591.38
2014-10-08,8165.89,13091.4,7313.52
2014-10-09,8593.58,13669.97,7256.57
2014-10-10,9937.94,11705.3,8463.55
2014-10-11,13206.82,16154.99,10890.57
2014-10-12,12543.68,17519.58,12029.5
2014-10-13,8218.32,9888.74,6665.17
2014-10-14,8711.78,14118.97,8508.83
2014-10-15,9548.35,15221.68,7637.16
2014-10-16,8686.03,12233.99,6351.69
2014-10-17,9778.97,10435.460000000001,8439.75
2014-10-18,13934.84,13104.61,9855.17
2014-10-19,11746.58,11686.19,9477.63
2014-10-20,7756.49,9098.11,6877.95
2014-10-21,8016.91,9260.72,6137.99
2014-10-22,7416.22,8716.55,6311.4400000000005
2014-10-23,8209.6,8966.59,6002.31
2014-10-24,10611.97,10507.92,7582.42
2014-10-25,13292.65,11727.49,9022.81
2014-10-26,11806.25,9953.57,8611.81
2014-10-27,7500.13,8382.6,6942.19
2014-10-28,8570.2,8364.57,5315.22
2014-10-29,7341.86,8629.56,5337.1
2014-10-30,8356.34,8805.210000000001,5990.22
2014-10-31,9562.99,13159.62,7927.92
2014-11-01,13750.47,12806.5,9909.99
2014-11-02,13316.26,15347.73,11838.39
2014-11-03,8647.880000000001,15795.19,10124.35
2014-11-04,8447.29,11254.22,7962.53
2014-11-05,7634.4,13014.66,7325.7300000000005
2014-11-06,8625.34,14116.5,8078.1
2014-11-07,9765.94,11520.95,7736.17
2014-11-08,14575.89,16624.41,11101.26
2014-11-09,13366.0,16368.1,11837.710000000001
2014-11-10,8290.86,10136.47,7452.62
2014-11-11,7716.01,11677.08,7657.9800000000005
2014-11-12,8156.14,12941.91,7373.91
2014-11-13,7696.81,9892.69,6755.62
2014-11-14,10017.11,13553.84,8720.49
2014-11-15,14392.66,16379.19,11334.54
2014-11-16,12644.78,13580.61,9846.14
2014-11-17,9037.39,9871.78,7499.45
2014-11-18,7919.77,8435.7,6263.9800000000005
2014-11-19,8516.96,8859.94,5918.1
2014-11-20,8637.55,9371.41,6408.58
2014-11-21,10678.23,11086.17,7851.0
2014-11-22,13259.98,11372.67,9819.77
2014-11-23,12123.15,10259.48,8789.9
2014-11-24,7489.15,9173.69,5456.62
2014-11-25,8486.3,8901.460000000001,6793.21
2014-11-26,10702.34,10896.32,8308.58
2014-11-27,4342.83,4505.62,6061.3
2014-11-28,7536.93,6779.27,6696.02
2014-11-29,12007.17,9422.06,8230.98
2014-11-30,10949.35,8847.7,7455.04
2014-12-01,8791.15,11569.59,6551.29
2014-12-02,8710.37,12130.48,7708.52
2014-12-03,9640.64,14742.4,8495.06
2014-12-04,9417.960000000001,11301.0,6962.86
2014-12-05,13087.64,13768.960000000001,8923.36
2014-12-06,12966.17,15708.07,10095.06
2014-12-07,12499.66,12345.47,10256.33
2014-12-08,8285.53,12188.460000000001,8213.16
2014-12-09,8108.32,12093.09,7602.03
2014-12-10,8224.42,10388.69,6228.9
2014-12-11,8621.57,11603.14,7450.68
2014-12-12,10264.82,13793.61,8523.74
2014-12-13,13399.01,12506.52,9614.73
2014-12-14,12045.51,14554.37,10937.19
2014-12-15,9354.76,13928.18,8679.82
2014-12-16,8360.31,9936.87,7062.68
2014-12-17,8662.58,9465.19,6199.07
2014-12-18,9464.83,9659.78,7158.56
2014-12-19,10292.29,9589.1,7645.75
2014-12-20,14277.64,10673.14,8774.75
2014-12-21,11740.82,9507.5,8877.54
2014-12-22,10170.74,8865.14,7258.39
2014-12-23,11925.87,9542.85,7954.65
2014-12-24,9089.13,9537.66,7903.06
2014-12-25,0.0,0.0,2.68
2014-12-26,9818.89,8953.42,8793.57
2014-12-27,10946.630000000001,8248.29,7316.37
2014-12-28,9496.98,7836.46,7872.52
2014-12-29,8482.54,7324.96,6460.37
2014-12-30,9112.68,8477.27,6533.08
2014-12-31,10915.01,13475.75,9161.51
2015-01-01,7788.35,8352.89,5647.39
2015-01-02,12807.89,14957.34,12267.32
2015-01-03,12145.39,14853.91,11218.16
2015-01-04,11087.41,11044.23,8768.36
2015-01-05,8089.65,13324.26,8314.51
2015-01-06,8756.51,12553.07,8549.38
2015-01-07,7231.16,9017.380000000001,5883.71
2015-01-08,5893.76,12131.69,7532.56
2015-01-09,10218.84,13902.37,9046.41
2015-01-10,16879.69,13193.89,11266.74
2015-01-11,12269.29,14717.78,11205.61
2015-01-12,9063.01,13834.98,9191.87
2015-01-13,7880.95,9877.49,7760.0
2015-01-14,9201.42,12916.33,8082.01
2015-01-15,10070.58,13386.8,8859.03
2015-01-16,11077.35,11878.6,9861.66
2015-01-17,16983.26,13102.86,11108.1
2015-01-18,11252.15,10202.58,9569.960000000001
2015-01-19,9762.710000000001,8794.49,7497.650000000001
2015-01-20,7811.31,7761.2,6210.83
2015-01-21,7799.71,7550.27,6043.13
2015-01-22,8048.49,8010.58,5832.43
2015-01-23,9627.91,9143.5,7169.89
2015-01-24,15073.710000000001,10689.37,9678.66
2015-01-25,11651.960000000001,10844.13,9150.81
2015-01-26,7349.07,9060.54,6293.55
2015-01-27,7480.23,9265.86,5540.66
2015-01-28,8392.69,8169.4400000000005,5909.4800000000005
2015-01-29,7878.39,8683.53,5721.5
2015-01-30,11901.62,13846.66,10000.78
2015-01-31,20286.33,17285.26,13321.76
2015-02-01,5493.71,8143.15,5693.0
2015-02-02,8704.03,12595.65,9588.02
2015-02-03,9626.25,15669.01,10928.03
2015-02-04,9324.88,12049.12,8218.08
2015-02-05,9640.75,13709.99,8663.01
2015-02-06,11521.59,13941.11,10448.1
2015-02-07,16641.25,14516.16,12179.78
2015-02-08,14965.75,17084.21,13562.81
2015-02-09,9320.14,13161.41,10030.960000000001
2015-02-10,8968.91,11724.77,8877.42
2015-02-11,9932.33,13657.960000000001,8803.79
2015-02-12,9462.15,14807.93,9901.5
2015-02-13,11008.69,13106.02,9998.73
2015-02-14,14663.84,14371.130000000001,11870.68
2015-02-15,14859.39,14980.65,12127.2
2015-02-16,9877.65,12686.9,9419.62
2015-02-17,8416.7,11176.93,7815.9
2015-02-18,7901.74,9545.6,6453.06
2015-02-19,8072.8,9967.67,7054.09
2015-02-20,10313.710000000001,10109.47,8011.99
2015-02-21,16045.72,12710.57,11249.1
2015-02-22,13866.01,12417.23,10607.130000000001
2015-02-23,8473.27,9382.6,7810.43
2015-02-24,8340.28,9746.53,7245.7300000000005
2015-02-25,8181.99,9080.85,6737.54
2015-02-26,8467.03,9346.68,6833.7300000000005
2015-02-27,10845.86,11698.99,9419.47
2015-02-28,16421.85,13492.2,11730.5
2015-03-01,14531.3,11784.48,11063.88
2015-03-02,10267.66,12076.26,10674.61
2015-03-03,7103.5,13370.42,8099.74
2015-03-04,9375.4,11202.7,7501.25
2015-03-05,9180.81,11825.45,8116.14
2015-03-06,11225.13,12498.28,10300.48
2015-03-07,15418.65,12942.53,11205.11
2015-03-08,14561.52,15951.74,11738.28
2015-03-09,9933.57,13941.15,9209.23
2015-03-10,7685.38,10643.19,8262.67
2015-03-11,8663.26,12590.95,9021.57
2015-03-12,9158.35,13401.66,9824.69
2015-03-13,9869.09,11656.61,8721.07
2015-03-14,14067.31,15527.62,11224.24
2015-03-15,14707.45,14903.87,12756.77
2015-03-16,8768.89,11534.41,8630.59
2015-03-17,7408.27,10048.98,7335.34
2015-03-18,8007.33,9494.78,7144.47
2015-03-19,7401.34,9348.3,6904.7300000000005
2015-03-20,8684.41,9543.63,7891.51
2015-03-21,13455.3,11781.55,10280.49
2015-03-22,13268.82,10447.14,9279.0
2015-03-23,8003.88,9294.92,6427.14
2015-03-24,8265.48,8657.52,6781.61
2015-03-25,7750.59,8624.73,6203.35
2015-03-26,7926.41,9031.82,6963.41
2015-03-27,9434.99,9763.5,7556.52
2015-03-28,13695.63,10833.77,10247.75
2015-03-29,12530.62,9732.99,8839.46
2015-03-30,7615.88,8338.17,6265.16
2015-03-31,8340.8,8489.1,6778.29
2015-04-01,9073.64,11178.49,7941.1
2015-04-02,8783.99,11529.63,8193.18
2015-04-03,12504.08,15408.91,11046.75
2015-04-04,14846.64,13084.68,10660.32
2015-04-05,9290.24,10812.710000000001,10595.01
2015-04-06,8348.08,12776.66,9595.76
2015-04-07,7694.45,10788.130000000001,8816.77
2015-04-08,8805.95,13238.26,8886.2
2015-04-09,8061.89,13479.85,8513.01
2015-04-10,11094.81,11787.97,9834.8
2015-04-11,14070.11,14685.52,11503.05
2015-04-12,13416.460000000001,15223.68,12278.09
2015-04-13,9331.45,10760.24,8651.19
2015-04-14,8465.35,12334.98,9748.42
2015-04-15,10043.45,13423.37,8796.18
2015-04-16,7929.38,10168.07,8005.33
2015-04-17,9445.76,9539.67,8525.15
2015-04-18,13801.27,11732.26,10228.07
2015-04-19,13337.62,11273.29,11189.32
2015-04-20,8457.64,9652.81,7802.66
2015-04-21,7898.94,9103.65,7380.45
2015-04-22,8528.25,8889.49,6873.36
2015-04-23,8002.54,9651.710000000001,6766.8
2015-04-24,10216.72,10149.02,8541.02
2015-04-25,15064.94,11857.74,9752.38
2015-04-26,12784.24,11245.83,10086.86
2015-04-27,8994.72,9639.06,7368.87
2015-04-28,7567.7,8384.61,6345.97
2015-04-29,7949.72,7937.9800000000005,5698.59
2015-04-30,8910.64,9476.63,6833.66
2015-05-01,10993.84,12573.68,9644.36
2015-05-02,13546.86,14875.52,11692.69
2015-05-03,13180.87,15470.36,13504.22
2015-05-04,9245.05,12178.07,9251.68
2015-05-05,9052.21,12826.29,9246.73
2015-05-06,8918.04,12786.52,8890.77
2015-05-07,8405.12,10473.93,7197.53
2015-05-08,11300.93,12799.68,9566.22
2015-05-09,15572.32,16148.300000000001,11781.130000000001
2015-05-10,10528.46,9884.15,9229.13
2015-05-11,9432.16,11833.22,9584.55
2015-05-12,8243.03,14966.29,9477.19
2015-05-13,8836.28,10124.36,7608.3
2015-05-14,9701.09,12351.06,7960.71
2015-05-15,10330.3,12897.03,10186.2
2015-05-16,12762.08,12968.39,10095.76
2015-05-17,13964.630000000001,12400.74,10755.86
2015-05-18,8931.4,9940.44,7969.74
2015-05-19,8265.28,9602.69,7091.64
2015-05-20,8987.8,9945.75,6585.51
2015-05-21,8954.83,8854.79,6940.78
2015-05-22,10850.19,9787.26,8651.91
2015-05-23,10924.27,10547.45,9212.4
2015-05-24,11013.22,9145.17,8270.4
2015-05-25,10710.39,8774.52,8613.86
2015-05-26,8690.33,8266.94,6840.84
2015-05-27,8140.25,8034.42,6679.12
2015-05-28,8103.97,8455.91,6357.94
2015-05-29,9889.77,9425.61,7393.67
2015-05-30,13888.59,11689.66,9365.27
2015-05-31,12359.82,11139.19,9408.34
2015-06-01,9955.51,11892.34,8428.95
2015-06-02,8819.54,12927.84,8060.42
2015-06-03,10364.16,14634.81,8913.8
2015-06-04,9637.74,10597.4,8086.09
2015-06-05,10509.13,12203.97,10268.34
2015-06-06,13024.12,13910.68,11030.3
2015-06-07,14671.28,11718.97,10072.29
2015-06-08,9315.380000000001,12610.97,9377.99
2015-06-09,9391.83,12795.89,8520.66
2015-06-10,9365.94,10029.43,7722.73
2015-06-11,9329.63,11853.93,8012.15
2015-06-12,11216.04,14223.34,10091.55
2015-06-13,12254.63,12960.09,9094.59
2015-06-14,12828.28,13034.02,11806.58
2015-06-15,9718.49,13514.12,9635.12
2015-06-16,8498.79,10243.83,8130.29
2015-06-17,9158.66,9440.46,7380.68
2015-06-18,9349.17,10017.85,7262.97
2015-06-19,11086.99,10620.41,9292.5
2015-06-20,11969.55,10435.86,8982.11
2015-06-21,10376.24,9787.14,8472.24
2015-06-22,7945.4800000000005,9609.46,8006.76
2015-06-23,8810.85,8240.7,7340.4
2015-06-24,8428.69,7899.83,6688.43
2015-06-25,8447.21,7857.0,6192.57
2015-06-26,10174.43,9365.04,7258.08
2015-06-27,11046.39,9944.15,8294.49
2015-06-28,11353.01,8485.02,9241.93
2015-06-29,8938.7,8762.05,7292.4800000000005
2015-06-30,8890.24,8475.14,7029.28
2015-07-01,10157.710000000001,11317.27,8168.55
2015-07-02,10900.62,13320.24,10431.57
2015-07-03,14915.71,16559.84,14239.88
2015-07-04,9235.2,9183.32,8239.289999999999
2015-07-05,11872.75,12426.14,9952.73
2015-07-06,9691.97,13937.51,10059.89
2015-07-07,9154.08,10789.51,8934.69
2015-07-08,9387.82,12921.25,8600.74
2015-07-09,9516.52,12843.29,9242.39
2015-07-10,10913.66,11737.92,9455.41
2015-07-11,13319.67,14008.42,11029.59
2015-07-12,12658.84,13586.52,11541.89
2015-07-13,8899.61,10368.04,9319.23
2015-07-14,9121.15,13292.14,9527.01
2015-07-15,9691.32,14231.61,9001.32
2015-07-16,10320.99,12324.17,8442.26
2015-07-17,12215.45,11455.6,10124.62
2015-07-18,12068.53,11465.6,9589.17
2015-07-19,12555.98,11589.16,10202.02
2015-07-20,9183.77,9742.39,7507.49
2015-07-21,8776.210000000001,9378.460000000001,7255.6
2015-07-22,9293.27,9121.4,6709.7
2015-07-23,8039.44,9067.85,7294.88
2015-07-24,10164.23,9520.17,8411.62
2015-07-25,11495.59,9776.73,9166.05
2015-07-26,11933.6,10572.37,8623.89
2015-07-27,8846.26,8864.64,7906.75
2015-07-28,8297.0,8071.53,6682.89
2015-07-29,8200.82,8051.13,6384.99
2015-07-30,9275.34,9071.1,6857.84
2015-07-31,11913.99,12976.24,10210.0
2015-08-01,13458.37,13384.85,9927.37
2015-08-02,13052.58,13757.02,11729.9
2015-08-03,10794.11,16196.75,10480.61
2015-08-04,8825.54,11016.84,8322.05
2015-08-05,9819.66,12602.36,8087.04
2015-08-06,8135.76,12906.08,8777.78
2015-08-07,10205.28,11391.09,9099.61
2015-08-08,11210.17,13147.54,10686.4
2015-08-09,11967.48,15401.43,11211.83
2015-08-10,8475.94,10510.51,8250.1
2015-08-11,8771.6,11884.15,8313.47
2015-08-12,8176.7,12788.78,7760.58
2015-08-13,8883.26,11032.23,7672.56
2015-08-14,10574.75,14087.3,9674.0
2015-08-15,11568.41,15053.57,11096.57
2015-08-16,12504.68,12352.7,10647.73
2015-08-17,9477.85,11144.06,8764.84
2015-08-18,8861.83,10327.5,8158.56
2015-08-19,9138.79,9624.07,6920.38
2015-08-20,8213.9,9414.71,6731.11
2015-08-21,9956.3,9917.98,7993.03
2015-08-22,12255.17,10851.84,8593.35
2015-08-23,11829.18,11227.06,9078.18
2015-08-24,9089.81,9461.72,7232.67
2015-08-25,8295.61,9330.6,7136.86
2015-08-26,9011.36,10253.23,6684.59
2015-08-27,8414.32,10485.97,7094.02
2015-08-28,10744.49,11733.84,8021.4
2015-08-29,13379.25,12930.09,9321.73
2015-08-30,13051.42,11478.04,9619.09
2015-08-31,9389.81,11468.27,8142.7
2015-09-01,9296.25,13655.58,8674.99
2015-09-02,9354.99,13244.67,8944.61
2015-09-03,9526.45,16134.34,9517.59
2015-09-04,10563.64,12317.99,9171.93
2015-09-05,11937.55,15312.43,10398.36
2015-09-06,11013.12,13583.32,9925.05
2015-09-07,10236.77,11782.48,9684.55
2015-09-08,7624.71,13070.06,8096.35
2015-09-09,9043.0,14409.55,8895.43
2015-09-10,9048.54,12350.08,7662.79
2015-09-11,11059.16,14538.28,9640.29
2015-09-12,13912.62,16750.33,11756.69
2015-09-13,12568.57,14171.07,11422.18
2015-09-14,9287.49,13981.5,9534.02
2015-09-15,8885.45,13521.960000000001,9354.24
2015-09-16,8098.79,11507.02,7797.52
2015-09-17,9350.85,10903.49,7546.94
2015-09-18,10058.33,12265.35,8641.56
2015-09-19,12966.1,12792.12,11312.01
2015-09-20,12203.62,12235.6,11293.26
2015-09-21,8402.33,10419.49,7861.56
2015-09-22,7874.58,8765.0,6994.81
2015-09-23,7926.27,9790.93,6917.96
2015-09-24,8290.4,9718.33,7058.53
2015-09-25,10155.04,11937.4,8590.19
2015-09-26,13037.31,12639.56,10275.82
2015-09-27,13042.09,12192.45,10623.01
2015-09-28,8495.83,8208.2,7627.01
2015-09-29,8297.8,9243.55,6587.18
2015-09-30,8754.81,10298.56,6980.9
2015-10-01,9450.57,13519.6,8538.36
2015-10-02,11758.25,17201.29,11398.210000000001
2015-10-03,14753.12,18437.23,14615.73
2015-10-04,13250.09,15464.75,12720.42
2015-10-05,9361.38,16105.06,10517.36
2015-10-06,9016.31,15669.77,9659.81
2015-10-07,8466.3,11486.94,8430.99
2015-10-08,9606.11,15207.18,9053.97
2015-10-09,11934.5,15955.57,11593.04
2015-10-10,14335.51,15136.880000000001,11985.59
2015-10-11,12444.9,16687.26,12576.5
2015-10-12,9669.81,16363.37,10130.81
2015-10-13,9058.64,12104.4,8451.22
2015-10-14,9659.99,13247.45,9892.43
2015-10-15,9228.62,15389.95,9831.58
2015-10-16,10492.6,14292.02,9802.6
2015-10-17,13468.28,13695.56,11863.460000000001
2015-10-18,12425.7,13713.19,11928.84
2015-10-19,8959.72,9852.880000000001,8001.81
2015-10-20,8338.19,9182.65,8097.71
2015-10-21,8859.99,9496.96,7394.72
2015-10-22,8383.67,10238.72,7642.37
2015-10-23,11423.22,10935.64,8532.64
2015-10-24,14875.28,13238.49,10678.81
2015-10-25,13005.92,11889.09,10659.72
2015-10-26,8699.01,10423.74,7978.8
2015-10-27,8559.58,9206.0,7592.06
2015-10-28,7750.7300000000005,9228.42,6891.99
2015-10-29,8979.27,11049.47,7466.35
2015-10-30,12573.29,14307.39,10906.58
2015-10-31,12614.8,12990.32,10794.82
2015-11-01,13614.31,11781.24,11645.23
2015-11-02,9551.6,13742.19,9812.13
2015-11-03,9275.59,15059.14,10890.51
2015-11-04,8111.67,10762.92,8086.4
2015-11-05,9317.19,13367.74,9385.72
2015-11-06,10895.9,15573.79,10829.99
2015-11-07,14178.17,15178.98,12538.5
2015-11-08,12768.53,16624.87,12608.23
2015-11-09,9346.57,13988.210000000001,11004.76
2015-11-10,8319.32,10605.27,8381.63
2015-11-11,9380.67,11349.01,8434.58
2015-11-12,8535.5,13782.9,9191.08
2015-11-13,11313.91,12829.45,9543.37
2015-11-14,15715.23,15649.93,14071.7
2015-11-15,13140.83,16974.91,12745.81
2015-11-16,8488.75,11962.15,9306.03
2015-11-17,6976.9,8963.11,6932.94
2015-11-18,8994.66,10711.88,8503.35
2015-11-19,9548.460000000001,10908.65,8365.47
2015-11-20,15068.42,14392.89,11080.01
2015-11-21,10801.58,11542.73,9946.78
2015-11-22,13439.75,10938.88,11071.09
2015-11-23,9369.88,9358.13,8391.52
2015-11-24,9733.83,10071.69,8301.78
2015-11-25,11316.0,11052.33,10202.73
2015-11-26,4776.59,5102.9400000000005,7732.63
2015-11-27,8404.460000000001,7637.04,7341.72
2015-11-28,10885.59,8636.41,9145.55
2015-11-29,11697.74,9753.19,9440.48
2015-11-30,8631.97,8970.05,7499.33
2015-12-01,9687.57,12241.83,8431.02
2015-12-02,8785.72,13673.710000000001,9034.93
2015-12-03,11641.35,17003.170000000002,11443.32
2015-12-04,13400.710000000001,12687.17,10558.69
2015-12-05,15487.45,15794.64,13310.23
2015-12-06,15350.31,16576.14,12568.68
2015-12-07,9612.48,12317.710000000001,8736.05
2015-12-08,8750.960000000001,13560.84,9615.380000000001
2015-12-09,10102.460000000001,13075.7,9043.87
2015-12-10,9234.88,10826.97,7602.11
2015-12-11,11000.52,14079.210000000001,10092.54
2015-12-12,14340.64,16561.69,12105.68
2015-12-13,13222.95,13167.17,11615.43
2015-12-14,10009.98,13936.82,10375.42
2015-12-15,10063.41,14639.01,9155.88
2015-12-16,9683.66,11020.460000000001,8388.81
2015-12-17,9810.37,11857.35,9338.91
2015-12-18,11282.94,11285.67,9522.92
2015-12-19,14359.94,12588.76,10389.24
2015-12-20,13286.83,11277.32,11474.88
2015-12-21,11334.36,10209.05,8750.710000000001
2015-12-22,10912.87,10713.74,9308.02
2015-12-23,12693.43,10909.66,9852.81
2015-12-24,11611.94,11169.22,10701.960000000001
2015-12-25,3.65,1.28,1.58
2015-12-26,10917.56,8958.12,10057.7
2015-12-27,11889.84,8873.98,9294.93
2015-12-28,4826.38,6917.75,5435.64
2015-12-29,8238.9,8870.2,7649.14
2015-12-30,10806.32,11406.08,8721.93
2015-12-31,15106.78,17906.23,13604.47
2016-01-01,10837.56,11005.57,8807.97
2016-01-02,15174.64,15594.59,13828.76
2016-01-03,12515.81,15742.09,12551.32
2016-01-04,9415.6,12351.87,9403.95
2016-01-05,10276.26,14665.98,10660.81
2016-01-06,9463.11,14854.84,9723.960000000001
2016-01-07,8761.63,11502.130000000001,8740.04
2016-01-08,11297.81,14641.91,10920.02
2016-01-09,15984.47,18380.61,13767.14
2016-01-10,12157.32,12896.66,11365.45
2016-01-11,8831.1,14621.39,9382.76
2016-01-12,7917.08,14447.99,10242.91
2016-01-13,8620.53,12727.44,8010.16
2016-01-14,11002.95,16603.670000000002,11009.02
2016-01-15,13496.69,17979.96,13096.25
2016-01-16,16726.12,17330.12,14577.34
2016-01-17,11476.02,13117.5,10283.36
2016-01-18,8192.05,11522.6,8665.09
2016-01-19,8838.8,10457.8,8362.460000000001
2016-01-20,9552.13,11157.22,7507.95
2016-01-21,8439.36,10486.93,7385.27
2016-01-22,10993.2,12624.48,9450.33
2016-01-23,14339.210000000001,14448.75,12099.39
2016-01-24,14206.66,13811.61,11238.07
2016-01-25,8402.37,9975.23,8192.83
2016-01-26,7344.56,10293.34,7447.6
2016-01-27,8702.17,10628.97,7849.78
2016-01-28,8888.6,12289.45,7802.22
2016-01-29,11280.43,13659.97,10246.31
2016-01-30,16643.6,16179.9,13176.01
2016-01-31,14837.880000000001,14602.89,12448.89
2016-02-01,11812.37,16371.98,11217.61
2016-02-02,7590.45,16225.65,9157.16
2016-02-03,9305.37,17824.37,11516.92
2016-02-04,8538.63,13668.2,8881.26
2016-02-05,11064.47,16622.89,10979.37
2016-02-06,17029.4,21039.74,15656.89
2016-02-07,14001.08,15564.07,13133.13
2016-02-08,7755.45,15001.59,9558.75
2016-02-09,10147.89,17155.83,10345.07
2016-02-10,9699.37,16505.87,10617.56
2016-02-11,11871.12,19726.510000000002,13459.42
2016-02-12,12991.08,20235.82,12980.19
2016-02-13,16710.84,18871.88,15958.06
2016-02-14,13969.56,18819.41,14308.51
2016-02-15,10576.49,19282.18,12871.91
2016-02-16,9354.93,15323.12,10360.51
2016-02-17,10003.9,14771.630000000001,9344.93
2016-02-18,9679.07,13836.85,7952.89
2016-02-19,11385.68,14115.5,10499.57
2016-02-20,16419.67,16534.36,14345.14
2016-02-21,14759.63,15767.960000000001,13253.210000000001
2016-02-22,9167.83,12958.93,9139.35
2016-02-23,8768.13,11905.94,8764.95
2016-02-24,9215.16,12948.04,8185.900000000001
2016-02-25,9312.82,13666.460000000001,8487.58
2016-02-26,10631.95,12334.4,9755.81
2016-02-27,14856.56,14475.17,12466.06
2016-02-28,15093.54,14638.95,12465.79
2016-02-29,10478.81,12234.79,9302.34
2016-03-01,6770.83,13174.64,7752.12
2016-03-02,10429.460000000001,16793.47,11183.69
2016-03-03,10569.65,20065.2,12267.33
2016-03-04,11545.37,15973.31,11021.93
2016-03-05,15430.19,20107.61,14802.61
2016-03-06,16141.54,20338.94,15008.25
2016-03-07,8756.47,13995.89,10923.03
2016-03-08,8718.74,15405.460000000001,10708.5
2016-03-09,9666.85,16112.16,10206.76
