date,CA_1,CA_2,CA_3,CA_4
2013-11-04,11820.55,7387.7,18802.75,6723.57
2013-11-05,10716.97,7447.33,16977.45,5976.43
2013-11-06,10286.210000000001,7404.76,16246.26,6004.96
2013-11-07,9545.59,7348.24,16642.25,6135.36
2013-11-08,11417.81,7871.81,17016.93,6344.36
2013-11-09,14797.79,11381.29,21718.88,7909.71
2013-11-10,16520.1,11534.45,22567.08,7769.37
2013-11-11,12704.210000000001,8380.56,20008.16,6584.62
2013-11-12,9128.34,6754.9,14562.67,6359.19
2013-11-13,8833.960000000001,6932.54,15157.91,5390.67
2013-11-14,8888.67,7448.26,13549.57,5676.32
2013-11-15,10787.94,8861.55,16151.51,6133.4
2013-11-16,15874.130000000001,13395.63,20301.21,7353.14
2013-11-17,16026.01,12184.62,21989.43,8030.36
2013-11-18,10370.15,7802.1,16327.67,6913.86
2013-11-19,9074.33,6714.76,14098.94,5832.6900000000005
2013-11-20,8852.5,6553.97,14048.15,5393.59
2013-11-21,8897.51,7103.07,13712.06,5556.2300000000005
2013-11-22,11319.82,8811.32,15092.47,5851.91
2013-11-23,15371.130000000001,12259.59,19843.920000000002,7131.0
2013-11-24,15595.03,11818.75,20080.68,7283.89
2013-11-25,11327.03,7482.03,15749.25,6012.03
2013-11-26,11057.67,7546.07,16655.72,5960.34
2013-11-27,12145.98,8268.13,15063.03,7029.1
2013-11-28,6108.7,3656.64,9688.57,3623.67
2013-11-29,7512.62,9325.27,11372.95,3912.01
2013-11-30,10412.07,9998.710000000001,14919.01,5834.27
2013-12-01,14392.4,10660.48,18727.89,7157.25
2013-12-02,12378.76,8338.49,17222.09,6905.96
2013-12-03,11354.7,8027.38,17845.25,6573.83
2013-12-04,10600.7,7310.78,14008.66,6239.17
2013-12-05,10717.23,7983.51,15951.93,5866.21
2013-12-06,12726.91,9274.42,16465.21,5865.11
2013-12-07,15728.210000000001,12343.14,20054.81,6888.4400000000005
2013-12-08,15574.24,11841.99,20212.5,7969.6900000000005
2013-12-09,11933.79,7854.53,16748.51,6126.6
2013-12-10,11439.92,7859.64,15528.39,6150.94
2013-12-11,9693.77,7625.47,14938.74,5205.75
2013-12-12,9576.92,7046.92,13895.81,4882.87
2013-12-13,11352.12,8406.82,16478.96,5686.82
2013-12-14,14925.41,12155.33,18597.59,6770.28
2013-12-15,15560.14,12274.04,19624.81,6904.76
2013-12-16,11647.91,8183.42,16233.44,6231.03
2013-12-17,10232.08,7096.53,15376.75,5637.18
2013-12-18,9974.96,7916.4800000000005,15138.78,5708.55
2013-12-19,10701.81,7889.6,14659.67,5776.36
2013-12-20,11184.98,8788.2,14224.630000000001,5967.0
2013-12-21,15473.02,11447.45,17922.48,7134.9
2013-12-22,15523.41,10637.95,18351.37,6769.33
2013-12-23,13678.72,8509.24,15639.54,7098.65
2013-12-24,9314.07,6946.75,12685.38,6319.7
2013-12-25,0.0,4.0600000000000005,7.44,0.0
2013-12-26,9982.9,9742.69,17826.58,5516.76
2013-12-27,11608.91,8249.95,16559.87,6117.71
2013-12-28,13561.23,9409.79,16633.31,6326.92
2013-12-29,12328.12,9757.81,17153.3,5638.57
2013-12-30,11475.59,7777.75,16564.43,6134.65
2013-12-31,11238.28,7261.09,15700.52,6298.6
2014-01-01,7914.24,6330.2,12335.83,3852.39
2014-01-02,12371.62,7347.83,16416.170000000002,6005.03
2014-01-03,13321.03,8220.28,18603.71,5685.73
2014-01-04,14362.42,10065.56,20073.78,7354.54
2014-01-05,15655.460000000001,11129.99,22601.15,7294.35
2014-01-06,12437.25,7156.34,17990.18,6929.81
2014-01-07,11452.02,7471.64,15758.98,5713.26
2014-01-08,9972.54,7402.28,16813.73,5701.05
2014-01-09,9907.55,6739.69,15845.39,6059.82
2014-01-10,11799.07,8235.12,16448.25,6311.62
2014-01-11,15985.49,12284.960000000001,22000.75,7760.85
2014-01-12,14210.79,10906.17,21096.7,7867.5
2014-01-13,10484.57,7415.99,16150.65,6321.22
2014-01-14,8938.5,6084.63,14282.32,5814.47
2014-01-15,9156.460000000001,7038.15,15143.05,6145.06
2014-01-16,9289.92,7518.31,14700.55,5552.09
2014-01-17,10944.38,9427.19,16851.21,6421.06
2014-01-18,15105.94,13615.13,20020.9,7337.92
2014-01-19,13828.18,10616.82,19627.74,7259.57
2014-01-20,11182.880000000001,9790.53,17790.05,6244.89
2014-01-21,8769.86,6713.98,15247.76,5975.96
2014-01-22,8777.37,7349.57,15948.94,6025.34
2014-01-23,8365.66,6712.17,13739.72,6011.32
2014-01-24,11041.62,8449.16,15512.49,6175.87
2014-01-25,13742.04,12608.8,19671.89,7034.02
2014-01-26,15110.08,12206.27,21120.74,7143.14
2014-01-27,10236.29,7205.39,14816.17,6504.33
2014-01-28,8305.84,7032.02,13653.17,6086.29
2014-01-29,7757.85,6514.37,12240.23,5692.21
2014-01-30,8084.1,7095.4800000000005,13275.72,5610.09
2014-01-31,12265.26,8587.4,14902.37,6371.93
2014-02-01,19063.39,13514.7,16831.12,9661.68
2014-02-02,14626.13,11243.99,21556.96,7313.4
2014-02-03,11771.26,7950.86,19701.52,6623.13
2014-02-04,9900.01,7361.96,16604.15,6026.66
2014-02-05,9540.2,7893.59,16145.24,5499.1
2014-02-06,9984.53,7210.7,16075.64,6049.07
2014-02-07,11712.460000000001,7647.28,16026.1,6236.65
2014-02-08,16656.73,14292.52,23687.45,8721.38
2014-02-09,16512.0,13449.82,23884.51,8184.47
2014-02-10,12144.75,7966.7,17934.48,6742.61
2014-02-11,9978.210000000001,7475.17,16166.73,6443.02
2014-02-12,9907.71,8068.68,16564.2,6336.3
2014-02-13,11106.45,8920.61,17593.54,6211.08
2014-02-14,10480.1,8098.75,15028.76,5524.39
2014-02-15,14171.68,12299.18,18769.170000000002,6817.95
2014-02-16,14260.28,12149.5,19917.05,6933.42
2014-02-17,11571.97,9892.75,18575.79,6395.8
2014-02-18,8584.56,7391.64,15492.16,6210.82
2014-02-19,8522.43,7466.21,14669.68,5339.69
2014-02-20,8829.95,7793.21,15232.11,6075.31
2014-02-21,10606.45,8147.36,16069.62,5637.35
2014-02-22,14014.88,11813.95,19634.96,6554.97
2014-02-23,15224.56,12501.88,21750.94,7517.01
2014-02-24,10343.2,7611.04,16379.460000000001,6962.46
2014-02-25,9168.36,7710.9,15380.44,6164.54
2014-02-26,8792.98,6481.76,12523.53,6153.62
2014-02-27,9147.92,7751.88,14324.73,6573.94
2014-02-28,10449.7,8623.2,14617.08,5961.06
2014-03-01,16981.28,14819.17,23093.77,8239.17
2014-03-02,16538.15,13010.61,22876.07,8513.06
2014-03-03,11525.55,8038.87,18015.61,6846.57
2014-03-04,9484.53,7700.58,16031.76,6198.2300000000005
2014-03-05,8485.59,7083.27,14862.55,6123.99
2014-03-06,9251.81,7501.72,14810.44,5522.52
2014-03-07,11646.94,8720.58,15666.14,6697.11
2014-03-08,14668.0,12109.19,19321.56,6588.95
2014-03-09,17770.05,12941.05,25476.19,8688.4
2014-03-10,12893.33,7787.56,20589.16,7235.79
2014-03-11,9943.0,7822.77,17159.63,5917.41
2014-03-12,9599.89,7668.67,17552.86,5895.7300000000005
2014-03-13,9976.41,7428.99,16154.81,5816.34
2014-03-14,11649.81,9394.210000000001,16736.26,6706.76
2014-03-15,15684.82,12762.43,19932.51,7727.05
2014-03-16,16150.42,12973.07,23332.77,7545.68
2014-03-17,10353.39,8303.55,17842.52,6707.86
2014-03-18,9244.87,7276.2,16137.23,6137.82
2014-03-19,9408.74,7770.33,14112.6,6853.6900000000005
2014-03-20,9914.710000000001,7454.0,14393.82,5721.77
2014-03-21,11424.04,9177.57,15794.32,6806.09
2014-03-22,14448.19,13064.67,19690.97,7572.97
2014-03-23,16226.710000000001,13032.66,23581.46,7939.87
2014-03-24,11059.78,7635.34,17507.82,6845.45
2014-03-25,9311.78,7520.46,15216.49,6432.88
2014-03-26,8891.03,7286.24,15307.72,6053.88
2014-03-27,9739.11,7614.34,15359.62,5967.45
2014-03-28,11151.74,8929.89,16598.93,6618.74
2014-03-29,14583.32,12212.13,19364.47,7385.02
2014-03-30,16991.0,13332.630000000001,22368.23,7990.42
2014-03-31,10771.04,6854.74,16090.59,6748.62
2014-04-01,10630.63,6909.3,17977.91,6614.19
2014-04-02,11505.26,7666.0,17436.34,6256.39
2014-04-03,10935.02,8245.07,18115.1,6222.63
2014-04-04,12026.51,8695.73,18346.25,6287.16
2014-04-05,16832.61,12551.02,21839.49,7920.9400000000005
2014-04-06,18062.06,11638.32,25240.510000000002,9101.67
2014-04-07,12344.74,7790.18,19817.91,7819.37
2014-04-08,11487.710000000001,7476.32,18923.65,6939.91
2014-04-09,11032.87,8513.23,17702.46,6847.56
2014-04-10,11190.49,7828.7300000000005,18156.0,6226.26
2014-04-11,12052.31,8974.19,17746.77,7286.7300000000005
2014-04-12,15114.36,11665.98,20042.09,7992.61
2014-04-13,16775.96,12123.43,22761.84,8152.24
2014-04-14,10997.08,7919.43,17852.36,7037.63
2014-04-15,10273.18,7872.37,17103.5,6390.7300000000005
2014-04-16,12237.95,8099.16,16616.62,6689.74
2014-04-17,11555.56,7830.58,16890.28,6200.76
2014-04-18,14823.29,9796.86,17681.74,6923.21
2014-04-19,17480.43,12681.91,23573.15,8948.09
2014-04-20,13308.95,10752.0,22418.01,6899.34
2014-04-21,10941.02,7395.58,17021.87,6983.75
2014-04-22,10597.6,7693.33,16039.54,6458.55
2014-04-23,9605.91,6923.46,16841.93,6119.33
2014-04-24,10292.23,7361.62,17041.07,6664.27
2014-04-25,12210.16,8099.0,16163.9,6690.5
2014-04-26,16199.64,12916.72,20840.920000000002,7176.76
2014-04-27,16819.39,12445.91,23814.78,8459.62
2014-04-28,10832.0,7156.43,17371.51,6383.49
2014-04-29,9609.93,7414.21,15729.89,6262.75
2014-04-30,9997.9,6949.63,15499.64,5965.15
2014-05-01,11739.1,7980.3,18139.49,6293.04
2014-05-02,13395.01,9196.23,19867.7,7020.6
2014-05-03,16811.89,12217.39,21937.8,7607.58
2014-05-04,19480.73,11946.0,22984.14,8370.64
2014-05-05,12950.34,7826.05,20183.06,7099.94
2014-05-06,11249.5,7619.92,18516.88,6154.4400000000005
2014-05-07,10701.95,6960.01,17897.09,6112.65
2014-05-08,10649.81,6849.42,17058.420000000002,6060.53
2014-05-09,13109.89,8050.86,18450.32,7135.9800000000005
2014-05-10,15800.51,11871.47,20192.35,8009.4800000000005
2014-05-11,12372.5,9525.07,20862.37,6644.69
2014-05-12,12751.4,7427.86,19548.44,7782.92
2014-05-13,10873.12,7003.38,17897.52,6943.42
2014-05-14,10505.78,6554.68,16883.43,6267.38
2014-05-15,10197.03,7563.83,16756.62,6985.25
2014-05-16,12858.27,8696.34,17220.11,6493.67
2014-05-17,14994.14,11011.35,20658.66,6806.86
2014-05-18,16753.18,11498.83,22051.6,8800.32
2014-05-19,11642.18,7496.6,17538.55,7610.11
2014-05-20,9392.460000000001,7475.96,16221.57,6904.03
2014-05-21,9799.19,7086.45,16095.18,5778.28
2014-05-22,9862.32,7797.54,16127.09,6269.84
2014-05-23,11743.45,9070.1,16190.68,7259.33
2014-05-24,13620.88,11016.039999999999,17988.95,7017.67
2014-05-25,13460.66,9537.27,18728.11,6832.53
2014-05-26,13585.16,9072.04,20788.24,7253.45
2014-05-27,10909.59,6384.74,16629.18,7392.8
2014-05-28,9666.93,6260.15,14086.05,6740.5
2014-05-29,9674.76,6311.1900000000005,14694.08,6112.43
2014-05-30,12459.37,7991.21,16747.93,6664.1900000000005
2014-05-31,15316.69,10660.44,20197.91,7522.22
2014-06-01,17841.170000000002,10588.97,24372.010000000002,8736.62
2014-06-02,13156.6,7528.16,19862.49,7612.13
2014-06-03,11123.36,7424.7300000000005,19825.23,7035.41
2014-06-04,11388.66,7432.81,18705.79,6622.65
2014-06-05,11114.8,7273.07,18495.7,7302.5
2014-06-06,12321.29,8787.57,18399.13,6973.42
2014-06-07,16493.98,10226.03,21576.26,8228.36
2014-06-08,16830.65,9396.15,22594.46,9051.64
2014-06-09,13222.210000000001,7479.9800000000005,21330.73,7449.13
2014-06-10,11067.92,7465.26,18804.45,7413.76
2014-06-11,11346.95,6971.15,17571.59,6876.54
2014-06-12,10749.7,7397.4,17040.02,6435.66
2014-06-13,12878.48,8254.88,18632.69,7078.45
2014-06-14,15840.06,10866.98,21903.07,8122.63
2014-06-15,14698.710000000001,9219.11,20444.95,7394.96
2014-06-16,12295.210000000001,6789.29,18386.39,7411.1900000000005
2014-06-17,10682.63,7333.54,17274.170000000002,6439.64
2014-06-18,11192.92,7009.63,16808.78,6592.33
2014-06-19,10520.66,7577.45,17648.81,6893.88
2014-06-20,13912.6,8818.15,17817.43,7359.150000000001
2014-06-21,14446.38,11759.79,20991.56,6953.46
2014-06-22,15903.95,11241.87,23417.65,8070.74
2014-06-23,11764.57,7351.84,18689.15,6508.22
2014-06-24,9956.5,7199.05,17080.87,6518.44
2014-06-25,10592.6,6917.29,15560.68,5996.09
2014-06-26,10193.56,6973.28,16025.84,5701.88
2014-06-27,11322.77,8526.77,16271.07,7109.96
2014-06-28,14466.77,10796.67,20820.56,7527.13
2014-06-29,15217.25,10685.79,20883.29,7991.86
2014-06-30,12186.07,7253.49,17700.68,7465.65
2014-07-01,13321.37,7539.56,19979.27,7054.53
2014-07-02,12471.39,7883.64,19625.06,6860.59
2014-07-03,15880.960000000001,9723.5,22970.670000000002,8407.9
2014-07-04,12394.37,8973.67,19690.18,6286.95
2014-07-05,14034.24,9955.460000000001,19810.32,6505.45
2014-07-06,16936.84,9862.75,23746.96,8345.11
2014-07-07,13778.57,7170.4,21246.670000000002,7269.12
2014-07-08,12891.79,7210.83,19849.38,6927.89
2014-07-09,11899.210000000001,7476.19,19375.41,6892.92
2014-07-10,12695.04,7993.9800000000005,19987.72,6783.04
2014-07-11,13831.94,8592.73,19787.69,7591.2
2014-07-12,15893.72,11154.23,22362.82,7701.92
2014-07-13,17039.87,10899.62,22315.0,7585.45
2014-07-14,11997.74,6956.36,19037.49,7053.09
2014-07-15,11477.58,7910.29,17124.44,6740.07
2014-07-16,11217.52,7283.45,17642.63,5967.9
2014-07-17,10777.18,7376.95,16033.87,6436.01
2014-07-18,13090.72,8644.08,18055.37,6484.85
2014-07-19,15026.12,10982.09,20414.2,7749.1900000000005
2014-07-20,17068.68,11051.11,21425.03,7764.5
2014-07-21,11803.34,8034.68,18161.14,6726.4800000000005
2014-07-22,10261.34,6559.45,17389.6,5858.06
2014-07-23,10833.79,7165.77,16332.92,6360.21
2014-07-24,10952.29,6935.2300000000005,15995.11,6509.61
2014-07-25,11496.12,7834.76,17080.72,6199.76
2014-07-26,13281.78,10633.16,20146.96,7304.38
2014-07-27,15328.74,10669.210000000001,23266.6,7933.1900000000005
2014-07-28,13149.35,7201.9800000000005,18052.33,7086.49
2014-07-29,10643.74,6949.39,16613.8,6070.74
2014-07-30,10700.28,6513.51,15946.64,6091.45
2014-07-31,11231.15,7308.74,16715.6,6016.05
2014-08-01,15032.97,8686.78,21250.31,6937.5
2014-08-02,16187.35,10560.09,23559.89,7427.28
2014-08-03,18222.57,9887.03,24219.38,8666.92
2014-08-04,14059.67,7036.1900000000005,19226.24,7543.12
2014-08-05,11948.03,7208.01,19304.38,6838.75
2014-08-06,11945.73,7161.77,18405.39,6281.19
2014-08-07,11601.95,7410.56,18343.43,6590.2300000000005
2014-08-08,13046.35,8317.25,19931.06,6829.63
2014-08-09,16448.84,10982.28,22816.06,7500.01
2014-08-10,17822.5,9806.97,23696.69,8287.02
2014-08-11,11723.95,6883.47,19405.4,6670.28
2014-08-12,11092.0,6892.03,18849.61,6402.97
2014-08-13,11499.2,6801.55,17382.55,7613.03
2014-08-14,10544.09,7472.8,16169.78,6684.25
2014-08-15,12855.82,7996.09,17388.98,6559.94
2014-08-16,16326.19,12076.06,21170.89,7186.21
2014-08-17,18888.05,10715.38,24859.24,8736.92
2014-08-18,13412.74,7532.53,19772.86,7477.29
2014-08-19,11294.72,6936.09,17605.7,6292.64
2014-08-20,10516.35,7014.72,17337.06,6602.76
2014-08-21,10595.460000000001,7851.900000000001,16654.33,6381.67
2014-08-22,12240.01,8863.85,19543.65,6847.46
2014-08-23,16325.960000000001,12057.26,23269.21,7640.82
2014-08-24,19741.69,10375.93,25853.95,9003.16
2014-08-25,11632.73,7719.39,18386.03,7285.22
2014-08-26,10944.32,6965.05,16462.25,6454.51
2014-08-27,9217.79,7144.81,16127.59,6211.42
2014-08-28,9951.73,7140.89,15974.23,6243.62
2014-08-29,12541.71,8244.9,18743.77,6499.7300000000005
2014-08-30,16104.99,10362.0,20913.08,7678.86
2014-08-31,15332.64,9931.59,20050.83,7469.76
2014-09-01,16572.5,9862.960000000001,22633.670000000002,8778.13
2014-09-02,11365.61,7280.06,18653.35,7301.53
2014-09-03,12244.19,6859.21,18508.09,7574.59
2014-09-04,11358.62,6996.33,17348.75,6421.15
2014-09-05,13411.6,7594.52,17415.31,6884.0
2014-09-06,16994.18,10908.86,22159.1,7483.39
2014-09-07,18573.69,11425.3,25672.73,9357.94
2014-09-08,12135.98,7095.82,19662.04,6818.89
2014-09-09,11989.56,6541.08,16824.84,7201.17
2014-09-10,11554.73,7029.87,18091.39,6640.81
2014-09-11,11358.14,7369.07,18688.09,6023.01
2014-09-12,12504.57,8876.02,20180.89,7278.54
2014-09-13,16470.13,12052.03,23293.85,8732.67
2014-09-14,17148.46,11274.22,23900.02,8526.55
2014-09-15,12431.14,7725.96,18633.06,7358.01
2014-09-16,9906.87,6746.74,17568.07,7127.99
2014-09-17,10642.29,7621.45,17112.01,6600.67
2014-09-18,10150.9,7281.9,17200.3,6707.57
2014-09-19,12540.13,9120.27,17659.27,7033.41
2014-09-20,17156.0,11853.18,21979.49,7757.31
2014-09-21,18125.07,11317.58,24607.24,8932.92
2014-09-22,11320.19,6876.84,19474.2,7347.67
2014-09-23,10319.19,6758.85,17269.35,7062.01
2014-09-24,9914.83,6865.17,16569.97,6341.82
2014-09-25,10202.28,6553.87,16515.45,6753.31
2014-09-26,12062.64,8142.41,17839.9,6536.8
2014-09-27,16095.3,10888.73,21109.89,7380.39
2014-09-28,17257.72,10536.11,23918.56,8448.89
2014-09-29,12391.05,7538.76,17952.23,7590.4800000000005
2014-09-30,10870.58,6769.06,16733.97,7384.5
2014-10-01,11310.93,7387.63,18675.9,7581.09
2014-10-02,12552.93,7153.45,18467.06,7525.38
2014-10-03,14667.09,8877.12,20414.34,8102.67
2014-10-04,18777.3,11038.4,25966.7,9010.95
2014-10-05,19697.74,11763.64,26708.36,9680.86
2014-10-06,13841.61,8322.18,21300.670000000002,8698.22
2014-10-07,12903.1,7043.99,18600.58,7016.99
2014-10-08,12313.22,6121.36,18626.96,7115.6900000000005
2014-10-09,12159.79,5880.77,18104.170000000002,7271.26
2014-10-10,13966.76,6883.0,18485.27,7621.92
2014-10-11,16662.46,10665.24,22284.93,8347.64
2014-10-12,18364.32,10376.26,25061.37,9071.44
2014-10-13,13311.83,7253.28,18944.04,7691.08
2014-10-14,10140.03,6742.33,16632.9,7291.45
2014-10-15,10552.710000000001,6475.2,16994.15,7324.65
2014-10-16,10853.89,6599.59,14752.61,7411.37
2014-10-17,13492.92,8502.91,17473.72,7068.4800000000005
2014-10-18,18061.68,11098.85,22873.5,8228.78
2014-10-19,19276.25,10676.47,25415.89,9026.07
2014-10-20,13425.56,6629.31,19678.23,7576.2
2014-10-21,10453.82,6712.92,17159.85,7270.07
2014-10-22,10172.47,6536.2,15783.37,5955.62
2014-10-23,10357.48,6428.56,15886.31,6865.08
2014-10-24,12634.460000000001,7355.51,17083.78,6993.110000000001
2014-10-25,17461.64,11259.53,19963.14,9069.82
2014-10-26,17034.07,10683.93,23180.36,8083.36
2014-10-27,12813.91,7579.21,18755.13,7270.97
2014-10-28,9922.68,6645.42,15282.41,6917.13
2014-10-29,9997.82,6651.33,15399.7,6902.25
2014-10-30,11107.6,8528.35,15631.83,7355.03
2014-10-31,12009.24,6541.400000000001,15251.300000000001,6837.43
2014-11-01,19865.51,11903.87,23857.34,8870.03
2014-11-02,20129.82,11276.35,26336.88,9671.81
2014-11-03,15117.73,7174.52,21180.79,8249.62
2014-11-04,12190.97,6424.68,18428.13,6750.53
2014-11-05,10792.25,6211.04,17989.75,7032.04
2014-11-06,11752.05,6772.15,17450.04,7544.71
2014-11-07,13277.69,7907.01,18354.98,6846.400000000001
2014-11-08,16893.27,12037.28,23777.55,8044.24
2014-11-09,18303.72,11032.41,25044.75,9244.85
2014-11-10,14022.95,7386.03,20328.28,7787.150000000001
2014-11-11,11877.0,7398.57,18545.47,6958.84
2014-11-12,9946.95,5924.54,14760.69,6614.5
2014-11-13,9947.43,5958.22,14096.33,6356.47
2014-11-14,12191.31,8024.72,16243.1,6474.6900000000005
2014-11-15,16471.52,11009.56,20696.83,8304.34
2014-11-16,18651.920000000002,11093.2,23467.96,8807.57
2014-11-17,11940.1,6818.89,18197.24,7919.15
2014-11-18,10007.73,6594.42,16065.03,6684.17
2014-11-19,9969.12,5989.27,15257.53,6677.06
2014-11-20,10099.58,6118.6,14309.630000000001,6263.95
2014-11-21,12867.8,8377.98,17220.91,6506.79
2014-11-22,17562.420000000002,11740.65,22417.75,8799.960000000001
2014-11-23,16608.08,11294.89,23835.0,7241.75
2014-11-24,13784.48,6555.65,18281.51,7184.95
2014-11-25,12985.06,6587.08,17420.46,7848.83
2014-11-26,13038.48,7709.01,18831.35,7847.4400000000005
2014-11-27,6965.2300000000005,3893.9,10517.460000000001,4441.64
2014-11-28,10159.37,8240.07,13096.31,4701.61
2014-11-29,13802.17,8999.11,17645.77,6582.63
2014-11-30,14679.05,9768.88,19602.47,7093.1
2014-12-01,13724.4,7467.4,19359.62,7912.11
2014-12-02,10509.08,6566.43,15944.75,6619.92
2014-12-03,11050.32,5669.66,15884.1,7210.09
2014-12-04,13333.68,8864.42,18113.05,7036.27
2014-12-05,13724.44,10169.75,18447.18,6793.32
2014-12-06,16995.51,11697.28,22435.58,8087.87
2014-12-07,18254.72,11297.18,23244.99,9030.54
2014-12-08,13307.37,6784.72,17894.44,7514.02
2014-12-09,11824.5,7578.49,17297.79,7397.53
2014-12-10,13732.94,8256.960000000001,18800.98,7875.83
2014-12-11,7268.55,4362.1900000000005,10399.63,5004.63
2014-12-12,11302.53,8150.95,16594.29,6517.42
2014-12-13,15885.08,11906.94,19637.52,7830.32
2014-12-14,18297.05,11511.86,21097.21,8233.8
2014-12-15,11716.630000000001,6609.64,15651.51,7387.3
2014-12-16,11793.89,6223.56,14505.710000000001,6071.87
2014-12-17,11490.0,6741.09,15164.76,6981.27
2014-12-18,11899.64,7949.64,16716.63,6880.6
2014-12-19,12347.32,7753.18,13566.76,6325.22
2014-12-20,16902.06,10977.89,18889.37,7993.64
2014-12-21,16860.73,11326.77,20018.14,7270.57
2014-12-22,14385.59,8195.58,18074.23,7382.5
2014-12-23,13362.76,8401.79,17021.19,8086.56
2014-12-24,10757.68,6295.7300000000005,12546.48,6916.05
2014-12-25,0.0,10.18,0.0,0.0
2014-12-26,11621.81,8583.42,17238.55,5965.36
2014-12-27,13582.66,9109.12,17260.76,6653.06
2014-12-28,14784.12,9027.460000000001,19236.38,6483.64
2014-12-29,12259.45,7598.0,15725.89,7000.0
2014-12-30,11676.99,7179.79,15198.79,6229.35
2014-12-31,12896.93,6773.63,14773.3,8193.82
2015-01-01,10082.73,6784.62,13845.55,5320.2
2015-01-02,15226.02,9490.63,18912.37,7111.09
2015-01-03,17532.69,9776.59,21150.81,7550.83
2015-01-04,17512.68,10933.72,21381.16,8504.92
2015-01-05,14275.29,7396.62,18825.72,7695.3
2015-01-06,11443.16,6659.66,15541.05,7059.04
2015-01-07,10686.85,6725.74,15500.24,6330.4400000000005
2015-01-08,11206.08,7048.29,16664.33,6863.8
2015-01-09,12517.48,7969.03,16549.88,7054.29
2015-01-10,18343.760000000002,11573.57,22289.75,8697.460000000001
2015-01-11,18216.53,11404.31,24466.77,8795.28
2015-01-12,12421.04,6540.4,16697.85,7499.8
2015-01-13,9749.89,6725.68,15398.87,6952.99
2015-01-14,9834.81,6372.59,14178.050000000001,6683.12
2015-01-15,10453.67,7032.92,14596.26,6644.24
2015-01-16,12471.49,8337.24,16030.02,6741.09
2015-01-17,15830.130000000001,11493.710000000001,21934.19,8107.87
2015-01-18,16179.88,11273.55,21419.73,7974.87
2015-01-19,13882.26,7296.59,19748.25,7710.42
2015-01-20,10361.99,5692.42,16360.9,6923.41
2015-01-21,10521.99,5815.58,15633.03,6244.71
2015-01-22,8986.73,5659.43,14490.14,6094.42
2015-01-23,11891.55,7178.1,15487.49,6653.85
2015-01-24,16382.33,9805.03,21297.49,7703.01
2015-01-25,16560.5,10219.16,23454.72,8996.8
2015-01-26,10559.77,6631.150000000001,16440.94,7291.06
2015-01-27,8762.37,6019.07,15156.26,6459.13
2015-01-28,9237.210000000001,6339.49,14788.16,6380.08
2015-01-29,9211.98,6170.9400000000005,14148.12,6500.12
2015-01-30,12698.22,7235.39,17215.56,8120.26
2015-01-31,18855.77,11661.16,22113.1,8633.22
2015-02-01,16416.08,10028.05,24511.22,8973.16
2015-02-02,12062.15,6040.53,18871.52,7938.18
2015-02-03,12193.76,6574.04,17942.56,7730.02
2015-02-04,11263.23,6166.56,18457.0,6821.41
2015-02-05,11898.72,6550.31,17609.26,7146.82
2015-02-06,11686.16,5932.63,15763.75,6130.91
2015-02-07,19308.05,12067.1,27231.83,9455.31
2015-02-08,18506.75,11139.98,25580.23,8823.74
2015-02-09,14802.51,7386.06,20432.84,7973.78
2015-02-10,12414.22,7344.54,20215.41,7569.14
2015-02-11,12130.37,6506.89,17457.88,6546.74
2015-02-12,12080.22,6868.62,19940.920000000002,7454.31
2015-02-13,12582.460000000001,7113.21,17148.12,6962.43
2015-02-14,14654.300000000001,8828.5,19853.4,7111.35
2015-02-15,16040.11,9061.3,21275.53,7343.84
2015-02-16,14001.85,8698.38,21574.1,7808.4800000000005
2015-02-17,11538.49,5894.54,16966.16,6753.77
2015-02-18,9936.26,5843.34,15530.28,6441.42
2015-02-19,10165.95,5940.77,14145.29,6002.59
2015-02-20,12744.36,6942.55,16422.98,6521.7300000000005
2015-02-21,15689.27,9480.08,18775.0,8190.36
2015-02-22,17354.19,9968.13,21642.420000000002,9258.02
2015-02-23,11864.630000000001,6456.09,18513.420000000002,7070.37
2015-02-24,9638.7,5891.58,16047.45,7427.9
2015-02-25,10106.16,6537.64,15662.55,6660.7
2015-02-26,9976.28,6437.75,15475.82,6905.1
2015-02-27,12800.39,7384.77,16831.1,7040.77
2015-02-28,18268.81,10861.81,21550.23,7938.54
2015-03-01,18960.87,11114.960000000001,25698.9,9333.23
2015-03-02,13609.630000000001,6232.2,18917.5,7738.01
2015-03-03,12344.09,7053.21,18909.57,6849.26
2015-03-04,11943.0,5658.74,17257.94,6632.46
2015-03-05,11746.89,6969.77,17965.16,6844.74
2015-03-06,13774.52,7329.33,17856.58,7107.14
2015-03-07,17115.05,10561.36,23692.8,7704.27
2015-03-08,19327.13,11185.19,27139.61,9268.15
2015-03-09,12907.44,6497.65,20545.78,7494.78
2015-03-10,11808.62,6938.08,18623.71,6737.49
2015-03-11,11179.66,6198.02,17095.02,7022.9800000000005
2015-03-12,10768.35,6695.56,16790.05,7084.32
2015-03-13,13403.960000000001,8061.81,17587.95,7254.9
2015-03-14,15474.33,10863.63,21916.96,8509.66
2015-03-15,18626.78,11963.5,25967.57,9165.94
2015-03-16,12433.03,6826.41,19600.83,7486.05
2015-03-17,10598.17,6688.31,17266.96,6673.76
2015-03-18,10893.22,6060.44,15938.94,6038.24
2015-03-19,10184.23,6085.97,15872.64,6238.91
2015-03-20,12703.53,7422.02,17559.45,6848.14
